site.ID;species.ID;abundance
CEDARBLU;5439;1
CEDARBLU;7372;7
CEDARBLU;7379;2
CEDARBLU;7857;3
CEDARBLU;9376;1
CEDARBLU;9437;2
CEDARBLU;9462;5
CEDARBLU;9492;10
CEDARBLU;9735;4
CEDRAL;38;21
CEDRAL;54;6
CEDRAL;60;3
CEDRAL;64;1
CEDRAL;65;1
CEDRAL;199;1
CEDRAL;319;1
CEDRAL;722;2
CEDRAL;759;1
CEDRAL;760;4
CEDRAL;761;2
CEDRAL;762;2
CEDRAL;763;1
CEDRAL;764;4
CEDRAL;765;3
CEDRAL;766;1
CEDRAL;806;1
CEDRAL;839;1
CEDRAL;843;15
CEDRAL;859;2
CEDRAL;877;29
CEDRAL;878;2
CEDRAL;982;13
CEDRAL;986;2
CEDRAL;992;142
CEDRAL;1045;4
CEDRAL;1118;2
CEDRAL;1235;14
CEDRAL;1264;1
CEDRAL;1274;1
CEDRAL;1277;3
CEDRAL;1305;1
CEDRAL;1307;2
CEDRAL;1312;1
CEDRAL;1366;6
CEDRAL;1367;1
CEDRAL;1368;1
CEDRAL;1707;1
CEDRAL;1778;1
CEDRAL;2034;3
CEDRAL;2355;11
CEDRAL;2491;4
CEDRAL;2494;1
CEDRAL;2507;2
CEDRAL;2646;10
CEDRAL;2647;4
CEDRAL;2648;6
CEDRAL;2935;2
CEDRAL;2936;1
CEDRAL;2937;1
CEDRAL;2986;3
CEDRAL;3348;1
CEDRAL;3539;5
CEDRAL;3760;7
CEDRAL;4111;1
CEDRAL;4224;3
CEDRAL;4801;2
CEDRAL;4961;2
CEDRAL;4971;1
CEDRAL;5051;1
CEDRAL;5094;8
CEDRAL;5241;3
CEDRAL;5282;1
CEDRAL;5293;1
CEDRAL;5294;2
CEDRAL;5336;1
CEDRAL;5375;1
CEDRAL;5376;5
CEDRAL;5377;1
CEDRAL;5378;1
CEDRAL;5379;2
CEDRAL;5380;2
CEDRAL;5381;1
CEDRAL;5402;1
CEDRAL;5406;1
CEDRAL;5413;1
CEDRAL;5776;1
CEDRAL;5845;3
CEDRAL;5849;1
CEDRAL;5850;1
CEDRAL;5851;1
CEDRAL;5852;2
CEDRAL;5881;1
CEDRAL;5917;3
CEDRAL;5927;1
CEDRAL;5928;2
CEDRAL;5929;1
CEDRAL;5930;2
CEDRAL;5961;4
CEDRAL;5962;5
CEDRAL;5972;1
CEDRAL;6173;1
CEDRAL;6326;5
CEDRAL;6356;3
CEDRAL;6357;2
CEDRAL;6434;1
CEDRAL;6437;1
CEDRAL;6442;1
CEDRAL;6484;1
CEDRAL;6485;2
CEDRAL;6520;1
CEDRAL;6975;3
CEDRAL;6976;1
CEDRAL;7113;1
CEDRAL;7124;1
CEDRAL;7459;1
CEDRAL;7541;9
CEDRAL;7546;2
CEDRAL;7548;3
CEDRAL;7549;1
CEDRAL;7550;1
CEDRAL;7551;1
CEDRAL;7587;1
CEDRAL;7594;1
CEDRAL;7747;6
CEDRAL;7918;1
CEDRAL;8012;1
CEDRAL;8082;1
CEDRAL;8191;10
CEDRAL;8192;3
CEDRAL;8267;6
CEDRAL;9088;2
CEDRAL;9096;3
CEDRAL;9109;3
CEDRAL;9110;1
CEDRAL;9132;7
CEDRAL;9133;1
CEDRAL;9160;3
CEDRAL;9516;1
CEDRAL;9517;1
CEDRAL;9535;5
CEDRAL;9572;8
CEDRAL;9604;1
CEDRAL;9621;1
CEDRAL;9622;1
CEDRAL;9705;1
CEDRAL;9783;5
CEDRAL;9784;1
CENTINEL;34;3
CENTINEL;302;1
CENTINEL;303;1
CENTINEL;319;1
CENTINEL;322;1
CENTINEL;397;2
CENTINEL;611;1
CENTINEL;628;2
CENTINEL;783;1
CENTINEL;786;1
CENTINEL;845;1
CENTINEL;921;1
CENTINEL;978;3
CENTINEL;984;38
CENTINEL;996;2
CENTINEL;1034;2
CENTINEL;1060;3
CENTINEL;1063;1
CENTINEL;1118;1
CENTINEL;1174;1
CENTINEL;1276;4
CENTINEL;1563;1
CENTINEL;1571;5
CENTINEL;1680;1
CENTINEL;1682;4
CENTINEL;1686;18
CENTINEL;1691;4
CENTINEL;1695;1
CENTINEL;1750;1
CENTINEL;1764;2
CENTINEL;1911;6
CENTINEL;2081;5
CENTINEL;2112;2
CENTINEL;2133;3
CENTINEL;2275;1
CENTINEL;2433;1
CENTINEL;2442;3
CENTINEL;2482;1
CENTINEL;2506;2
CENTINEL;2519;2
CENTINEL;2655;9
CENTINEL;2694;4
CENTINEL;2778;1
CENTINEL;2864;3
CENTINEL;2989;1
CENTINEL;2996;1
CENTINEL;3275;1
CENTINEL;3323;1
CENTINEL;3423;1
CENTINEL;3762;1
CENTINEL;4100;2
CENTINEL;4111;1
CENTINEL;4112;1
CENTINEL;4178;1
CENTINEL;4195;2
CENTINEL;4224;4
CENTINEL;4601;2
CENTINEL;4750;1
CENTINEL;4961;1
CENTINEL;4980;1
CENTINEL;5282;1
CENTINEL;5293;2
CENTINEL;5294;1
CENTINEL;5295;1
CENTINEL;5373;1
CENTINEL;5375;1
CENTINEL;5376;2
CENTINEL;5377;1
CENTINEL;5378;1
CENTINEL;5418;1
CENTINEL;5431;1
CENTINEL;5488;2
CENTINEL;5490;2
CENTINEL;5513;5
CENTINEL;5522;1
CENTINEL;5528;2
CENTINEL;5626;1
CENTINEL;5712;5
CENTINEL;5776;1
CENTINEL;5782;1
CENTINEL;5845;4
CENTINEL;5849;10
CENTINEL;5850;38
CENTINEL;5917;1
CENTINEL;6038;4
CENTINEL;6041;14
CENTINEL;6102;1
CENTINEL;6119;1
CENTINEL;6179;1
CENTINEL;6189;2
CENTINEL;6197;2
CENTINEL;6276;1
CENTINEL;6277;1
CENTINEL;6355;1
CENTINEL;6479;1
CENTINEL;6492;1
CENTINEL;6518;1
CENTINEL;6541;2
CENTINEL;6546;2
CENTINEL;6611;3
CENTINEL;6639;4
CENTINEL;6682;1
CENTINEL;6686;1
CENTINEL;6869;3
CENTINEL;7057;25
CENTINEL;7061;3
CENTINEL;7153;1
CENTINEL;7334;4
CENTINEL;7460;2
CENTINEL;7538;1
CENTINEL;7540;2
CENTINEL;7546;2
CENTINEL;7547;1
CENTINEL;7622;3
CENTINEL;7654;1
CENTINEL;7655;1
CENTINEL;7715;3
CENTINEL;7935;2
CENTINEL;7985;2
CENTINEL;8039;1
CENTINEL;8040;3
CENTINEL;8041;7
CENTINEL;8137;1
CENTINEL;8138;1
CENTINEL;8162;1
CENTINEL;8229;4
CENTINEL;8593;1
CENTINEL;8696;1
CENTINEL;8784;2
CENTINEL;8878;1
CENTINEL;8984;3
CENTINEL;9122;1
CENTINEL;9144;1
CENTINEL;9153;4
CENTINEL;9263;1
CENTINEL;9358;1
CENTINEL;9512;1
CENTINEL;9634;1
CENTINEL;9697;16
CENTINEL;9711;1
CERONEB1;185;5
CERONEB1;255;26
CERONEB1;283;4
CERONEB1;302;4
CERONEB1;303;1
CERONEB1;304;1
CERONEB1;517;1
CERONEB1;518;1
CERONEB1;960;1
CERONEB1;1145;1
CERONEB1;1157;1
CERONEB1;1483;4
CERONEB1;1570;1
CERONEB1;1580;1
CERONEB1;1612;3
CERONEB1;1613;1
CERONEB1;1626;3
CERONEB1;1660;1
CERONEB1;1872;1
CERONEB1;1903;1
CERONEB1;1904;11
CERONEB1;1907;3
CERONEB1;1951;3
CERONEB1;2139;1
CERONEB1;2413;3
CERONEB1;2443;1
CERONEB1;2652;1
CERONEB1;2682;1
CERONEB1;3046;4
CERONEB1;3095;1
CERONEB1;3275;2
CERONEB1;3527;2
CERONEB1;3656;1
CERONEB1;3778;49
CERONEB1;3896;1
CERONEB1;3945;1
CERONEB1;3984;8
CERONEB1;4011;15
CERONEB1;4046;3
CERONEB1;4050;2
CERONEB1;4089;2
CERONEB1;4090;1
CERONEB1;4122;36
CERONEB1;4123;3
CERONEB1;4159;13
CERONEB1;4204;1
CERONEB1;4239;8
CERONEB1;4349;1
CERONEB1;4366;2
CERONEB1;4382;3
CERONEB1;4383;3
CERONEB1;4428;2
CERONEB1;4438;1
CERONEB1;4505;1
CERONEB1;4588;14
CERONEB1;4592;1
CERONEB1;4601;22
CERONEB1;4752;5
CERONEB1;4765;1
CERONEB1;5004;1
CERONEB1;5022;1
CERONEB1;5051;1
CERONEB1;5140;1
CERONEB1;5282;1
CERONEB1;5342;1
CERONEB1;5350;1
CERONEB1;5386;2
CERONEB1;5407;6
CERONEB1;5597;1
CERONEB1;5692;1
CERONEB1;6102;1
CERONEB1;6265;1
CERONEB1;6274;1
CERONEB1;6275;1
CERONEB1;6414;1
CERONEB1;6541;3
CERONEB1;6618;2
CERONEB1;6721;1
CERONEB1;6963;2
CERONEB1;7099;2
CERONEB1;8137;2
CERONEB1;8275;5
CERONEB1;8458;1
CERONEB1;8522;2
CERONEB1;8649;2
CERONEB1;8653;36
CERONEB1;8696;1
CERONEB1;8785;1
CERONEB1;8794;1
CERONEB1;8865;1
CERONEB1;8878;1
CERONEB1;8916;3
CERONEB1;8958;1
CERONEB1;9282;3
CERONEB2;185;8
CERONEB2;255;18
CERONEB2;283;4
CERONEB2;302;1
CERONEB2;303;2
CERONEB2;318;3
CERONEB2;517;1
CERONEB2;518;1
CERONEB2;519;1
CERONEB2;557;1
CERONEB2;859;2
CERONEB2;960;1
CERONEB2;1045;1
CERONEB2;1483;1
CERONEB2;1523;1
CERONEB2;1580;1
CERONEB2;1626;2
CERONEB2;1876;1
CERONEB2;1904;4
CERONEB2;1907;3
CERONEB2;1951;1
CERONEB2;2150;2
CERONEB2;2198;2
CERONEB2;2413;1
CERONEB2;2433;10
CERONEB2;2498;1
CERONEB2;3046;1
CERONEB2;3086;1
CERONEB2;3423;1
CERONEB2;3630;5
CERONEB2;3656;1
CERONEB2;3778;44
CERONEB2;3945;1
CERONEB2;3984;5
CERONEB2;3996;1
CERONEB2;4011;74
CERONEB2;4122;23
CERONEB2;4123;6
CERONEB2;4159;10
CERONEB2;4204;1
CERONEB2;4239;13
CERONEB2;4349;3
CERONEB2;4380;7
CERONEB2;4382;1
CERONEB2;4428;1
CERONEB2;4588;15
CERONEB2;4592;4
CERONEB2;4601;39
CERONEB2;4602;2
CERONEB2;4752;4
CERONEB2;4782;1
CERONEB2;5051;1
CERONEB2;5137;4
CERONEB2;5282;1
CERONEB2;5488;1
CERONEB2;5693;3
CERONEB2;5712;1
CERONEB2;5738;3
CERONEB2;6413;2
CERONEB2;6414;3
CERONEB2;6541;1
CERONEB2;6618;1
CERONEB2;6670;1
CERONEB2;6759;2
CERONEB2;6801;1
CERONEB2;6964;3
CERONEB2;7099;1
CERONEB2;8008;1
CERONEB2;8275;6
CERONEB2;8469;1
CERONEB2;8653;4
CERONEB2;8658;1
CERONEB2;8696;2
CERONEB2;8714;4
CERONEB2;8854;2
CERONEB2;8878;1
CERONEB2;8879;1
CERONEB2;8916;2
CERONEB2;9084;1
CERONEB2;9342;1
CERROAYP;610;2
CERROAYP;722;1
CERROAYP;753;1
CERROAYP;877;8
CERROAYP;1191;2
CERROAYP;1195;4
CERROAYP;1234;2
CERROAYP;1251;8
CERROAYP;1265;1
CERROAYP;1269;1
CERROAYP;1277;2
CERROAYP;1290;2
CERROAYP;1318;3
CERROAYP;1459;1
CERROAYP;1987;4
CERROAYP;2074;1
CERROAYP;2361;41
CERROAYP;3307;1
CERROAYP;4873;1
CERROAYP;4979;4
CERROAYP;5282;2
CERROAYP;5293;1
CERROAYP;5311;1
CERROAYP;5417;10
CERROAYP;5423;2
CERROAYP;5793;5
CERROAYP;5845;2
CERROAYP;5917;47
CERROAYP;6145;7
CERROAYP;6564;2
CERROAYP;6915;22
CERROAYP;6939;8
CERROAYP;7011;1
CERROAYP;7113;16
CERROAYP;7149;7
CERROAYP;7184;9
CERROAYP;7186;2
CERROAYP;7203;13
CERROAYP;7404;9
CERROAYP;7466;8
CERROAYP;7546;8
CERROAYP;7548;3
CERROAYP;7707;1
CERROAYP;8504;13
CERROAYP;9084;1
CERROAYP;9088;62
CERROAYP;9096;2
CERROAYP;9105;2
CERROAYP;9132;21
CERROAYP;9133;3
CERROAYP;9134;1
CERROAYP;9135;1
CERROAYP;9136;2
CERROAYP;9137;3
CERROAYP;9301;1
CERROAYP;9705;2
CERROELP;12;3
CERROELP;16;1
CERROELP;859;7
CERROELP;890;1
CERROELP;992;9
CERROELP;993;2
CERROELP;1045;1
CERROELP;1190;3
CERROELP;1246;14
CERROELP;1264;1
CERROELP;1299;1
CERROELP;1369;1
CERROELP;1567;1
CERROELP;1685;10
CERROELP;1740;3
CERROELP;1757;1
CERROELP;2222;7
CERROELP;2223;4
CERROELP;2224;3
CERROELP;2338;1
CERROELP;2478;1
CERROELP;2532;1
CERROELP;2533;1
CERROELP;2971;1
CERROELP;3021;3
CERROELP;3583;1
CERROELP;4046;2
CERROELP;4224;2
CERROELP;4304;6
CERROELP;4698;1
CERROELP;4746;1
CERROELP;4767;8
CERROELP;4961;2
CERROELP;4971;6
CERROELP;5081;17
CERROELP;5096;2
CERROELP;5282;4
CERROELP;5375;1
CERROELP;5412;1
CERROELP;5421;1
CERROELP;5427;1
CERROELP;5776;1
CERROELP;5845;3
CERROELP;6102;5
CERROELP;6173;6
CERROELP;6334;3
CERROELP;6484;3
CERROELP;6665;23
CERROELP;6869;3
CERROELP;6870;1
CERROELP;7113;1
CERROELP;7124;1
CERROELP;7546;1
CERROELP;7722;1
CERROELP;7954;1
CERROELP;8187;1
CERROELP;8278;1
CERROELP;8497;2
CERROELP;8595;1
CERROELP;8878;1
CERROELP;8879;1
CERROELP;9096;1
CERROELP;9139;1
CERROELP;9415;1
CERROELP;9498;11
CERROELP;9509;2
CERROELP;9525;1
CERROELP;9549;1
CERROESP;38;5
CERROESP;722;2
CERROESP;723;3
CERROESP;877;6
CERROESP;878;11
CERROESP;986;3
CERROESP;1202;1
CERROESP;1234;1
CERROESP;1254;3
CERROESP;1264;1
CERROESP;1265;1
CERROESP;1277;4
CERROESP;1278;1
CERROESP;1288;1
CERROESP;1300;2
CERROESP;1757;1
CERROESP;1986;33
CERROESP;2077;11
CERROESP;2192;6
CERROESP;2267;1
CERROESP;2348;1
CERROESP;2541;1
CERROESP;2852;5
CERROESP;2892;1
CERROESP;2949;3
CERROESP;3301;2
CERROESP;4907;1
CERROESP;4930;6
CERROESP;4958;1
CERROESP;4979;9
CERROESP;4980;8
CERROESP;5282;2
CERROESP;5293;1
CERROESP;5294;1
CERROESP;5320;4
CERROESP;5362;5
CERROESP;5375;5
CERROESP;5376;6
CERROESP;5377;2
CERROESP;5378;1
CERROESP;5399;1
CERROESP;5758;5
CERROESP;5917;11
CERROESP;5926;2
CERROESP;6047;3
CERROESP;6143;30
CERROESP;6564;9
CERROESP;6887;4
CERROESP;6935;28
CERROESP;6936;3
CERROESP;7057;7
CERROESP;7061;4
CERROESP;7185;1
CERROESP;7186;1
CERROESP;7444;1
CERROESP;7545;2
CERROESP;7587;20
CERROESP;7600;1
CERROESP;7716;4
CERROESP;7718;6
CERROESP;7722;3
CERROESP;7747;1
CERROESP;7783;4
CERROESP;7841;1
CERROESP;8186;3
CERROESP;8473;1
CERROESP;8504;1
CERROESP;8693;3
CERROESP;9093;1
CERROESP;9124;2
CERROESP;9165;3
CERROESP;9326;6
CERROESP;9342;1
CERROESP;9478;1
CERROESP;9513;1
CERROESP;9535;9
CERROESP;9705;13
CERROOLU;8;2
CERROOLU;53;1
CERROOLU;62;1
CERROOLU;245;6
CERROOLU;560;2
CERROOLU;672;2
CERROOLU;851;6
CERROOLU;859;7
CERROOLU;992;13
CERROOLU;993;3
CERROOLU;1040;2
CERROOLU;1045;1
CERROOLU;1258;2
CERROOLU;1264;5
CERROOLU;1277;2
CERROOLU;1313;1
CERROOLU;1373;1
CERROOLU;1407;1
CERROOLU;1489;1
CERROOLU;1492;1
CERROOLU;1502;7
CERROOLU;1503;1
CERROOLU;1535;1
CERROOLU;2026;3
CERROOLU;2140;1
CERROOLU;2532;2
CERROOLU;2630;5
CERROOLU;2913;4
CERROOLU;3393;7
CERROOLU;3548;32
CERROOLU;3790;1
CERROOLU;3791;2
CERROOLU;4140;1
CERROOLU;4211;2
CERROOLU;4242;1
CERROOLU;4244;6
CERROOLU;4255;1
CERROOLU;4257;2
CERROOLU;4262;3
CERROOLU;4521;1
CERROOLU;4869;1
CERROOLU;4961;1
CERROOLU;5051;1
CERROOLU;5282;1
CERROOLU;5293;1
CERROOLU;5294;1
CERROOLU;5367;7
CERROOLU;5412;1
CERROOLU;5423;1
CERROOLU;5702;5
CERROOLU;5728;2
CERROOLU;5746;1
CERROOLU;5757;1
CERROOLU;5776;2
CERROOLU;5845;5
CERROOLU;5910;8
CERROOLU;5917;2
CERROOLU;6088;26
CERROOLU;6102;1
CERROOLU;6103;1
CERROOLU;6420;3
CERROOLU;6434;3
CERROOLU;6439;1
CERROOLU;6476;2
CERROOLU;6518;2
CERROOLU;6668;2
CERROOLU;6684;6
CERROOLU;6869;1
CERROOLU;7010;1
CERROOLU;7113;5
CERROOLU;7124;3
CERROOLU;7129;5
CERROOLU;7280;4
CERROOLU;7519;3
CERROOLU;7521;1
CERROOLU;7546;1
CERROOLU;7562;4
CERROOLU;7570;1
CERROOLU;7654;2
CERROOLU;7723;1
CERROOLU;8047;1
CERROOLU;8262;3
CERROOLU;8267;5
CERROOLU;8293;2
CERROOLU;8299;6
CERROOLU;8330;2
CERROOLU;8342;1
CERROOLU;8404;2
CERROOLU;8767;1
CERROOLU;8984;1
CERROOLU;9100;2
CERROOLU;9119;1
CERROOLU;9498;3
CERROOLU;9513;1
CERROOLU;9549;2
CERROOLU;9557;1
CHAMELA1;32;7
CHAMELA1;59;1
CHAMELA1;61;2
CHAMELA1;203;4
CHAMELA1;400;1
CHAMELA1;476;1
CHAMELA1;650;7
CHAMELA1;702;1
CHAMELA1;1257;4
CHAMELA1;1261;2
CHAMELA1;1439;4
CHAMELA1;1589;1
CHAMELA1;1711;3
CHAMELA1;1715;13
CHAMELA1;1728;10
CHAMELA1;1774;2
CHAMELA1;2008;2
CHAMELA1;2014;1
CHAMELA1;2042;2
CHAMELA1;2061;5
CHAMELA1;2088;2
CHAMELA1;2691;1
CHAMELA1;2806;5
CHAMELA1;3159;3
CHAMELA1;3350;3
CHAMELA1;3495;1
CHAMELA1;3525;1
CHAMELA1;3532;4
CHAMELA1;3538;19
CHAMELA1;3546;48
CHAMELA1;3549;1
CHAMELA1;3645;2
CHAMELA1;3648;3
CHAMELA1;3703;7
CHAMELA1;3751;4
CHAMELA1;3870;1
CHAMELA1;3916;10
CHAMELA1;3952;1
CHAMELA1;3961;2
CHAMELA1;3962;5
CHAMELA1;3966;10
CHAMELA1;3970;4
CHAMELA1;3971;1
CHAMELA1;3972;2
CHAMELA1;3976;2
CHAMELA1;3985;2
CHAMELA1;4292;4
CHAMELA1;4297;17
CHAMELA1;4300;2
CHAMELA1;4309;12
CHAMELA1;4319;2
CHAMELA1;4411;1
CHAMELA1;4517;3
CHAMELA1;4519;1
CHAMELA1;4526;1
CHAMELA1;4755;6
CHAMELA1;4785;3
CHAMELA1;4849;4
CHAMELA1;4923;1
CHAMELA1;4932;1
CHAMELA1;5097;3
CHAMELA1;5696;2
CHAMELA1;5709;7
CHAMELA1;6206;15
CHAMELA1;6433;4
CHAMELA1;7206;4
CHAMELA1;7243;13
CHAMELA1;7651;4
CHAMELA1;7674;1
CHAMELA1;7676;1
CHAMELA1;7758;3
CHAMELA1;7759;1
CHAMELA1;7876;1
CHAMELA1;8024;6
CHAMELA1;8080;3
CHAMELA1;8276;1
CHAMELA1;8317;9
CHAMELA1;8462;1
CHAMELA1;8702;1
CHAMELA1;8756;12
CHAMELA1;8812;3
CHAMELA1;9031;1
CHAMELA1;9069;4
CHAMELA1;9223;2
CHAMELA1;9231;5
CHAMELA1;9353;3
CHAMELA1;9358;1
CHAMELA1;9573;3
CHAMELA1;9641;7
CHAMELA2;31;5
CHAMELA2;61;1
CHAMELA2;146;1
CHAMELA2;674;1
CHAMELA2;1257;6
CHAMELA2;1261;4
CHAMELA2;1584;1
CHAMELA2;1630;1
CHAMELA2;1711;18
CHAMELA2;1715;14
CHAMELA2;1773;1
CHAMELA2;1777;1
CHAMELA2;1779;3
CHAMELA2;2006;2
CHAMELA2;2008;1
CHAMELA2;2009;1
CHAMELA2;2042;1
CHAMELA2;2061;3
CHAMELA2;2320;1
CHAMELA2;2806;2
CHAMELA2;2815;1
CHAMELA2;3350;7
CHAMELA2;3532;1
CHAMELA2;3537;21
CHAMELA2;3546;36
CHAMELA2;3604;4
CHAMELA2;3648;2
CHAMELA2;3649;6
CHAMELA2;3749;10
CHAMELA2;3793;1
CHAMELA2;3868;2
CHAMELA2;3870;2
CHAMELA2;3916;14
CHAMELA2;3961;1
CHAMELA2;3962;1
CHAMELA2;3966;18
CHAMELA2;3970;2
CHAMELA2;3971;16
CHAMELA2;3972;3
CHAMELA2;3974;2
CHAMELA2;4096;1
CHAMELA2;4133;2
CHAMELA2;4291;4
CHAMELA2;4296;1
CHAMELA2;4297;6
CHAMELA2;4300;14
CHAMELA2;4309;73
CHAMELA2;4318;1
CHAMELA2;4319;1
CHAMELA2;4510;2
CHAMELA2;4517;7
CHAMELA2;4755;7
CHAMELA2;4785;2
CHAMELA2;4849;9
CHAMELA2;4924;1
CHAMELA2;5681;1
CHAMELA2;5696;14
CHAMELA2;5721;1
CHAMELA2;6206;7
CHAMELA2;6463;1
CHAMELA2;7206;2
CHAMELA2;7243;8
CHAMELA2;7651;6
CHAMELA2;7676;6
CHAMELA2;7758;1
CHAMELA2;7759;2
CHAMELA2;7772;3
CHAMELA2;7875;1
CHAMELA2;7877;1
CHAMELA2;8080;2
CHAMELA2;8092;1
CHAMELA2;8098;4
CHAMELA2;8264;1
CHAMELA2;8316;3
CHAMELA2;8317;17
CHAMELA2;8414;4
CHAMELA2;8436;1
CHAMELA2;8756;22
CHAMELA2;8812;32
CHAMELA2;9231;4
CHAMELA2;9423;1
CHAMELA2;9513;1
CHAMELA2;9545;3
CHAMELA2;9573;7
CHAMELA2;9641;1
CHAMELA3;33;1
CHAMELA3;59;1
CHAMELA3;61;1
CHAMELA3;75;16
CHAMELA3;82;2
CHAMELA3;146;4
CHAMELA3;203;5
CHAMELA3;399;5
CHAMELA3;561;20
CHAMELA3;674;2
CHAMELA3;913;2
CHAMELA3;1201;1
CHAMELA3;1309;7
CHAMELA3;1355;13
CHAMELA3;1433;6
CHAMELA3;1439;16
CHAMELA3;1454;1
CHAMELA3;1586;3
CHAMELA3;1594;3
CHAMELA3;1596;3
CHAMELA3;1610;6
CHAMELA3;1715;7
CHAMELA3;1779;1
CHAMELA3;2042;4
CHAMELA3;2058;18
CHAMELA3;2059;6
CHAMELA3;2061;3
CHAMELA3;2088;1
CHAMELA3;2221;1
CHAMELA3;2379;2
CHAMELA3;2691;14
CHAMELA3;2776;2
CHAMELA3;2806;2
CHAMELA3;3216;1
CHAMELA3;3350;1
CHAMELA3;3476;1
CHAMELA3;3525;1
CHAMELA3;3537;1
CHAMELA3;3546;8
CHAMELA3;3749;2
CHAMELA3;3750;1
CHAMELA3;3868;2
CHAMELA3;3887;1
CHAMELA3;3890;2
CHAMELA3;3938;1
CHAMELA3;3966;10
CHAMELA3;3970;1
CHAMELA3;3972;1
CHAMELA3;3982;2
CHAMELA3;3985;1
CHAMELA3;4029;4
CHAMELA3;4296;4
CHAMELA3;4297;5
CHAMELA3;4510;2
CHAMELA3;4517;4
CHAMELA3;4519;4
CHAMELA3;4526;2
CHAMELA3;4531;6
CHAMELA3;4634;2
CHAMELA3;4755;4
CHAMELA3;4776;2
CHAMELA3;4924;1
CHAMELA3;4932;5
CHAMELA3;5260;1
CHAMELA3;5602;2
CHAMELA3;5694;6
CHAMELA3;5757;1
CHAMELA3;6148;2
CHAMELA3;6206;21
CHAMELA3;6463;2
CHAMELA3;7243;4
CHAMELA3;7280;1
CHAMELA3;7310;3
CHAMELA3;7414;2
CHAMELA3;7641;3
CHAMELA3;7674;17
CHAMELA3;7676;3
CHAMELA3;7759;1
CHAMELA3;7771;1
CHAMELA3;8025;4
CHAMELA3;8080;1
CHAMELA3;8264;1
CHAMELA3;8301;3
CHAMELA3;8316;1
CHAMELA3;8414;2
CHAMELA3;8589;1
CHAMELA3;8702;3
CHAMELA3;8733;16
CHAMELA3;8808;1
CHAMELA3;8813;43
CHAMELA3;9031;11
CHAMELA3;9069;6
CHAMELA3;9222;1
CHAMELA3;9231;1
CHAMELA3;9353;2
CHAMELA3;9458;2
CHAMELA3;9481;3
CHAMELA3;9510;11
CHAMELA3;9610;1
CHAMELA3;9719;4
CHAMELA4;32;6
CHAMELA4;146;3
CHAMELA4;1195;1
CHAMELA4;1201;3
CHAMELA4;1257;3
CHAMELA4;1715;5
CHAMELA4;1742;1
CHAMELA4;1770;2
CHAMELA4;1771;2
CHAMELA4;1773;1
CHAMELA4;1777;1
CHAMELA4;2006;1
CHAMELA4;2008;1
CHAMELA4;2673;1
CHAMELA4;2675;1
CHAMELA4;2786;1
CHAMELA4;2813;1
CHAMELA4;2865;1
CHAMELA4;3230;1
CHAMELA4;3349;3
CHAMELA4;3539;1
CHAMELA4;3540;1
CHAMELA4;3605;1
CHAMELA4;3649;5
CHAMELA4;3705;3
CHAMELA4;3746;4
CHAMELA4;3749;1
CHAMELA4;3794;1
CHAMELA4;3916;56
CHAMELA4;3966;13
CHAMELA4;3968;2
CHAMELA4;3970;3
CHAMELA4;3972;2
CHAMELA4;3983;2
CHAMELA4;4295;4
CHAMELA4;4304;2
CHAMELA4;4305;2
CHAMELA4;4306;3
CHAMELA4;4317;1
CHAMELA4;4320;1
CHAMELA4;4322;4
CHAMELA4;4323;1
CHAMELA4;4324;1
CHAMELA4;4426;3
CHAMELA4;4427;1
CHAMELA4;4476;6
CHAMELA4;4484;1
CHAMELA4;4494;2
CHAMELA4;4506;1
CHAMELA4;4755;1
CHAMELA4;4767;3
CHAMELA4;4924;1
CHAMELA4;5098;3
CHAMELA4;5678;1
CHAMELA4;5712;4
CHAMELA4;7288;3
CHAMELA4;7289;3
CHAMELA4;7651;1
CHAMELA4;7676;4
CHAMELA4;7875;1
CHAMELA4;7963;1
CHAMELA4;8092;1
CHAMELA4;8304;1
CHAMELA4;8305;1
CHAMELA4;8317;3
CHAMELA4;8756;15
CHAMELA4;8812;13
CHAMELA4;9167;1
CHAMELA4;9168;2
CHAMELA4;9416;6
CHAMELA4;9513;1
CHAMELA4;9575;1
CHAMELA4;9705;3
CHAQUIMA;60;1
CHAQUIMA;78;2
CHAQUIMA;128;3
CHAQUIMA;517;2
CHAQUIMA;557;1
CHAQUIMA;561;2
CHAQUIMA;655;1
CHAQUIMA;690;3
CHAQUIMA;751;2
CHAQUIMA;1366;1
CHAQUIMA;1403;1
CHAQUIMA;1404;4
CHAQUIMA;1425;3
CHAQUIMA;1446;17
CHAQUIMA;1491;4
CHAQUIMA;1496;7
CHAQUIMA;1502;2
CHAQUIMA;1507;1
CHAQUIMA;1535;2
CHAQUIMA;1598;2
CHAQUIMA;1631;3
CHAQUIMA;1988;2
CHAQUIMA;1991;1
CHAQUIMA;1997;2
CHAQUIMA;2004;69
CHAQUIMA;2049;33
CHAQUIMA;2236;6
CHAQUIMA;2261;2
CHAQUIMA;2694;1
CHAQUIMA;2695;1
CHAQUIMA;3393;1
CHAQUIMA;3400;1
CHAQUIMA;3539;1
CHAQUIMA;3847;21
CHAQUIMA;3848;7
CHAQUIMA;3849;3
CHAQUIMA;3850;1
CHAQUIMA;3886;4
CHAQUIMA;3902;24
CHAQUIMA;4046;12
CHAQUIMA;4224;4
CHAQUIMA;4322;3
CHAQUIMA;4323;3
CHAQUIMA;4356;4
CHAQUIMA;4357;3
