"year.predicted";"plot";"metric";"type";"intensity";"value"
"2016";2;"richness";"nd";3;16
"2017";2;"richness";"nd";3;11
"2018";2;"richness";"nd";3;14
"2019";2;"richness";"nd";3;13
"2016";3;"richness";"nd";3;11
"2017";3;"richness";"nd";3;10
"2018";3;"richness";"nd";3;14
"2019";3;"richness";"nd";3;9
"2016";4;"richness";"nd";3;18
"2017";4;"richness";"nd";3;14
"2018";4;"richness";"nd";3;11
"2019";4;"richness";"nd";3;7
"2016";5;"richness";"nd";3;16
"2017";5;"richness";"nd";3;11
"2018";5;"richness";"nd";3;12
"2019";5;"richness";"nd";3;5
"2016";6;"richness";"nd";3;15
"2017";6;"richness";"nd";3;14
"2018";6;"richness";"nd";3;10
"2019";6;"richness";"nd";3;5
"2016";7;"richness";"nd";3;6
"2017";7;"richness";"nd";3;15
"2018";7;"richness";"nd";3;6
"2019";7;"richness";"nd";3;NA
"2016";8;"richness";"nd";3;6
"2017";8;"richness";"nd";3;15
"2018";8;"richness";"nd";3;8
"2019";8;"richness";"nd";3;NA
"2016";9;"richness";"nd";3;5
"2017";9;"richness";"nd";3;14
"2018";9;"richness";"nd";3;NA
"2019";9;"richness";"nd";3;NA
"2016";1;"abundance";"nd";3;329,778606008826
"2017";1;"abundance";"nd";3;248,350681095923
"2018";1;"abundance";"nd";3;452,529823259201
"2019";1;"abundance";"nd";3;1074,12627394591
"2016";2;"abundance";"nd";3;329,778606008826
"2017";2;"abundance";"nd";3;444,024344514786
"2018";2;"abundance";"nd";3;437,166386767499
"2019";2;"abundance";"nd";3;699,126970369168
"2016";3;"abundance";"nd";3;365,528652669588
"2017";3;"abundance";"nd";3;440,167983929661
"2018";3;"abundance";"nd";3;452,529823259201
"2019";3;"abundance";"nd";3;872,027771671671
"2016";4;"abundance";"nd";3;436,49284704986
"2017";4;"abundance";"nd";3;709,944600377334
"2018";4;"abundance";"nd";3;791,999595598325
"2019";4;"abundance";"nd";3;726,276429796565
"2016";5;"abundance";"nd";3;329,778606008826
"2017";5;"abundance";"nd";3;463,852884905958
"2018";5;"abundance";"nd";3;852,770740807432
"2019";5;"abundance";"nd";3;619,665635613089
"2016";6;"abundance";"nd";3;333,495303220745
"2017";6;"abundance";"nd";3;343,445048564058
"2018";6;"abundance";"nd";3;842,253471762618
"2019";6;"abundance";"nd";3;664,047093496133
"2016";7;"abundance";"nd";3;237,258651638691
"2017";7;"abundance";"nd";3;506,17360943885
"2018";7;"abundance";"nd";3;411,87683546664
"2019";7;"abundance";"nd";3;NA
"2016";8;"abundance";"nd";3;700,005811114697
"2017";8;"abundance";"nd";3;501,849178006644
"2018";8;"abundance";"nd";3;430,061548321138
"2019";8;"abundance";"nd";3;NA
"2016";9;"abundance";"nd";3;453,527851190302
"2017";9;"abundance";"nd";3;324,194584493682
"2018";9;"abundance";"nd";3;NA
"2019";9;"abundance";"nd";3;NA
"2016";1;"evenness";"nd";3;5,42630163612898
"2017";1;"evenness";"nd";3;3,8720381558117
"2018";1;"evenness";"nd";3;4,938604891997
"2019";1;"evenness";"nd";3;2,69753676763079
"2016";2;"evenness";"nd";3;5,42630163612898
"2017";2;"evenness";"nd";3;3,80965489897312
"2018";2;"evenness";"nd";3;4,60159172476732
"2019";2;"evenness";"nd";3;2,38947364300664
"2016";3;"evenness";"nd";3;4,85825812179439
"2017";3;"evenness";"nd";3;3,66873001529334
"2018";3;"evenness";"nd";3;4,938604891997
"2019";3;"evenness";"nd";3;3,70116750255754
"2016";4;"evenness";"nd";3;6,67500597076521
"2017";4;"evenness";"nd";3;5,51821616782495
"2018";4;"evenness";"nd";3;4,31253091455035
"2019";4;"evenness";"nd";3;2,12639752883268
"2016";5;"evenness";"nd";3;5,42630163612898
"2017";5;"evenness";"nd";3;4,70170628170965
"2018";5;"evenness";"nd";3;4,57692404816394
"2019";5;"evenness";"nd";3;1,56966686863216
"2016";6;"evenness";"nd";3;5,39991258772118
"2017";6;"evenness";"nd";3;5,25920598202829
"2018";6;"evenness";"nd";3;4,12621427092587
"2019";6;"evenness";"nd";3;1,74751707723249
"2016";7;"evenness";"nd";3;2,47856694689505
"2017";7;"evenness";"nd";3;5,74754667478621
"2018";7;"evenness";"nd";3;2,69616119998564
"2019";7;"evenness";"nd";3;NA
"2016";8;"evenness";"nd";3;2,65224777010088
"2017";8;"evenness";"nd";3;5,69773363730221
"2018";8;"evenness";"nd";3;3,96505098254072
"2019";8;"evenness";"nd";3;NA
"2016";9;"evenness";"nd";3;1,65565659183159
"2017";9;"evenness";"nd";3;4,48024362952925
"2018";9;"evenness";"nd";3;NA
"2019";9;"evenness";"nd";3;NA
"2016";1;"richness";"fd";3;16
"2017";1;"richness";"fd";3;10
"2018";1;"richness";"fd";3;14
"2019";1;"richness";"fd";3;8
"2016";2;"richness";"fd";3;16
"2017";2;"richness";"fd";3;11
"2018";2;"richness";"fd";3;14
"2019";2;"richness";"fd";3;13
"2016";3;"richness";"fd";3;11
"2017";3;"richness";"fd";3;10
"2018";3;"richness";"fd";3;14
"2019";3;"richness";"fd";3;9
"2016";4;"richness";"fd";3;18
"2017";4;"richness";"fd";3;14
"2018";4;"richness";"fd";3;11
"2019";4;"richness";"fd";3;7
"2016";5;"richness";"fd";3;16
"2017";5;"richness";"fd";3;11
"2018";5;"richness";"fd";3;12
"2019";5;"richness";"fd";3;5
"2016";6;"richness";"fd";3;15
"2017";6;"richness";"fd";3;14
"2018";6;"richness";"fd";3;10
"2019";6;"richness";"fd";3;5
"2016";7;"richness";"fd";3;6
"2017";7;"richness";"fd";3;15
"2018";7;"richness";"fd";3;6
"2019";7;"richness";"fd";3;NA
"2016";8;"richness";"fd";3;6
"2017";8;"richness";"fd";3;15
"2018";8;"richness";"fd";3;8
"2019";8;"richness";"fd";3;NA
"2016";9;"richness";"fd";3;5
"2017";9;"richness";"fd";3;14
"2018";9;"richness";"fd";3;NA
"2019";9;"richness";"fd";3;NA
"2016";1;"abundance";"fd";3;230,974647288192
"2017";1;"abundance";"fd";3;199,390122007555
"2018";1;"abundance";"fd";3;360,507605927642
"2019";1;"abundance";"fd";3;942,7898430577
"2016";2;"abundance";"fd";3;230,974647288192
"2017";2;"abundance";"fd";3;364,077419674383
"2018";2;"abundance";"fd";3;361,693926046861
"2019";2;"abundance";"fd";3;599,127305916448
"2016";3;"abundance";"fd";3;282,048617760012
"2017";3;"abundance";"fd";3;362,260642694575
"2018";3;"abundance";"fd";3;360,507605927642
"2019";3;"abundance";"fd";3;737,879775048389
"2016";4;"abundance";"fd";3;332,05137521977
"2017";4;"abundance";"fd";3;551,787765902801
"2018";4;"abundance";"fd";3;690,041171883069
"2019";4;"abundance";"fd";3;633,703835511962
"2016";5;"abundance";"fd";3;230,974647288192
"2017";5;"abundance";"fd";3;338,70866356607
"2018";5;"abundance";"fd";3;705,153465187594
"2019";5;"abundance";"fd";3;535,788688159753
"2016";6;"abundance";"fd";3;238,10772195504
"2017";6;"abundance";"fd";3;266,184708266907
"2018";6;"abundance";"fd";3;714,037227808213
"2019";6;"abundance";"fd";3;590,75156355716
"2016";7;"abundance";"fd";3;234,730350734398
"2017";7;"abundance";"fd";3;389,728930918503
"2018";7;"abundance";"fd";3;299,876601661932
"2019";7;"abundance";"fd";3;NA
"2016";8;"abundance";"fd";3;635,595132702738
"2017";8;"abundance";"fd";3;383,005302215856
"2018";8;"abundance";"fd";3;312,838345567385
"2019";8;"abundance";"fd";3;NA
"2016";9;"abundance";"fd";3;393,588356867668
"2017";9;"abundance";"fd";3;286,828990962096
"2018";9;"abundance";"fd";3;NA
"2019";9;"abundance";"fd";3;NA
"2016";1;"evenness";"fd";3;5,87583366729002
"2017";1;"evenness";"fd";3;4,04511174610956
"2018";1;"evenness";"fd";3;4,66487838151658
"2019";1;"evenness";"fd";3;2,75870074513834
"2016";2;"evenness";"fd";3;5,87583366729002
"2017";2;"evenness";"fd";3;3,75703552333843
"2018";2;"evenness";"fd";3;4,34059271373911
"2019";2;"evenness";"fd";3;2,27609824936951
"2016";3;"evenness";"fd";3;5,25285237037644
"2017";3;"evenness";"fd";3;3,5747666710197
"2018";3;"evenness";"fd";3;4,66487838151658
"2019";3;"evenness";"fd";3;3,7021990226925
"2016";4;"evenness";"fd";3;6,39192779061024
"2017";4;"evenness";"fd";3;5,33934665324009
"2018";4;"evenness";"fd";3;4,07391013158117
"2019";4;"evenness";"fd";3;2,16814804694547
"2016";5;"evenness";"fd";3;5,87583366729002
"2017";5;"evenness";"fd";3;4,60865643093612
"2018";5;"evenness";"fd";3;4,32100578373741
"2019";5;"evenness";"fd";3;1,60707246054786
"2016";6;"evenness";"fd";3;5,77518427429753
"2017";6;"evenness";"fd";3;5,23571980875092
"2018";6;"evenness";"fd";3;3,9915009148154
"2019";6;"evenness";"fd";3;1,89218575212096
"2016";7;"evenness";"fd";3;2,09121290856491
"2017";7;"evenness";"fd";3;5,87684831735557
"2018";7;"evenness";"fd";3;2,94978140747575
"2019";7;"evenness";"fd";3;NA
"2016";8;"evenness";"fd";3;2,59236029556357
"2017";8;"evenness";"fd";3;5,84927649516431
"2018";8;"evenness";"fd";3;4,06226993244382
"2019";8;"evenness";"fd";3;NA
"2016";9;"evenness";"fd";3;1,59260349868405
"2017";9;"evenness";"fd";3;3,96184381142151
"2018";9;"evenness";"fd";3;NA
"2019";9;"evenness";"fd";3;NA
"2016";1;"richness";"ia";3;16
"2017";1;"richness";"ia";3;10
"2018";1;"richness";"ia";3;14
"2019";1;"richness";"ia";3;8
"2016";2;"richness";"ia";3;16
"2017";2;"richness";"ia";3;11
"2018";2;"richness";"ia";3;14
"2019";2;"richness";"ia";3;13
"2016";3;"richness";"ia";3;11
"2017";3;"richness";"ia";3;10
"2018";3;"richness";"ia";3;14
"2019";3;"richness";"ia";3;9
"2016";4;"richness";"ia";3;18
"2017";4;"richness";"ia";3;14
"2018";4;"richness";"ia";3;11
"2019";4;"richness";"ia";3;7
"2016";5;"richness";"ia";3;16
"2017";5;"richness";"ia";3;11
"2018";5;"richness";"ia";3;12
"2019";5;"richness";"ia";3;5
"2016";6;"richness";"ia";3;15
"2017";6;"richness";"ia";3;14
"2018";6;"richness";"ia";3;10
"2019";6;"richness";"ia";3;5
"2016";7;"richness";"ia";3;6
"2017";7;"richness";"ia";3;15
"2018";7;"richness";"ia";3;6
"2019";7;"richness";"ia";3;NA
"2016";8;"richness";"ia";3;6
"2017";8;"richness";"ia";3;15
"2018";8;"richness";"ia";3;8
"2019";8;"richness";"ia";3;NA
"2016";9;"richness";"ia";3;5
"2017";9;"richness";"ia";3;14
"2018";9;"richness";"ia";3;NA
"2019";9;"richness";"ia";3;NA
"2016";1;"abundance";"ia";3;295,432039722055
"2017";1;"abundance";"ia";3;207,857168524241
"2018";1;"abundance";"ia";3;347,516350503207
"2019";1;"abundance";"ia";3;1033,04179094335
"2016";2;"abundance";"ia";3;295,432039722059
"2017";2;"abundance";"ia";3;384,885350656191
"2018";2;"abundance";"ia";3;345,338715346526
"2019";2;"abundance";"ia";3;619,875671088015
"2016";3;"abundance";"ia";3;295,133172348434
"2017";3;"abundance";"ia";3;380,974175787286
"2018";3;"abundance";"ia";3;347,516350503207
"2019";3;"abundance";"ia";3;780,482920815679
"2016";4;"abundance";"ia";3;381,846588744779
"2017";4;"abundance";"ia";3;653,776015837847
"2018";4;"abundance";"ia";3;669,962739747567
"2019";4;"abundance";"ia";3;694,0426940379
"2016";5;"abundance";"ia";3;295,432039722055
"2017";5;"abundance";"ia";3;407,311012589072
"2018";5;"abundance";"ia";3;694,865776839724
"2019";5;"abundance";"ia";3;604,368335662024
"2016";6;"abundance";"ia";3;294,809682286045
"2017";6;"abundance";"ia";3;314,306205320329
"2018";6;"abundance";"ia";3;695,349361300631
"2019";6;"abundance";"ia";3;657,782372155749
"2016";7;"abundance";"ia";3;197,596768499319
"2017";7;"abundance";"ia";3;436,281986495702
"2018";7;"abundance";"ia";3;384,948477939113
"2019";7;"abundance";"ia";3;NA
"2016";8;"abundance";"ia";3;599,662460998566
"2017";8;"abundance";"ia";3;435,629952627297
"2018";8;"abundance";"ia";3;347,530159554301
"2019";8;"abundance";"ia";3;NA
"2016";9;"abundance";"ia";3;349,95502980072
"2017";9;"abundance";"ia";3;298,558652606947
"2018";9;"abundance";"ia";3;NA
"2019";9;"abundance";"ia";3;NA
"2016";1;"evenness";"ia";3;5,25814135607549
"2017";1;"evenness";"ia";3;4,1793886458026
"2018";1;"evenness";"ia";3;5,25622780774022
"2019";1;"evenness";"ia";3;2,63219781114896
"2016";2;"evenness";"ia";3;5,25814135607552
"2017";2;"evenness";"ia";3;3,70900394317961
"2018";2;"evenness";"ia";3;4,91782226580954
"2019";2;"evenness";"ia";3;2,17504123047915
"2016";3;"evenness";"ia";3;4,82926363574113
"2017";3;"evenness";"ia";3;3,58651851850844
"2018";3;"evenness";"ia";3;5,25622780774022
"2019";3;"evenness";"ia";3;3,56980241444075
"2016";4;"evenness";"ia";3;6,89701661354114
"2017";4;"evenness";"ia";3;5,358681844043
"2018";4;"evenness";"ia";3;4,43310125421316
"2019";4;"evenness";"ia";3;2,01414407554096
"2016";5;"evenness";"ia";3;5,2581413560755
"2017";5;"evenness";"ia";3;4,68070029797257
"2018";5;"evenness";"ia";3;4,68320762810824
"2019";5;"evenness";"ia";3;1,52854361091185
"2016";6;"evenness";"ia";3;5,24059829106162
"2017";6;"evenness";"ia";3;4,92837327694114
"2018";6;"evenness";"ia";3;4,31808323926646
"2019";6;"evenness";"ia";3;1,7921030754185
"2016";7;"evenness";"ia";3;2,4506150313585
"2017";7;"evenness";"ia";3;5,54843997613637
"2018";7;"evenness";"ia";3;2,66057368123505
"2019";7;"evenness";"ia";3;NA
"2016";8;"evenness";"ia";3;2,70263225402905
"2017";8;"evenness";"ia";3;5,4759449179734
"2018";8;"evenness";"ia";3;4,02661683743296
"2019";8;"evenness";"ia";3;NA
"2016";9;"evenness";"ia";3;1,71501741197021
"2017";9;"evenness";"ia";3;3,89052175079021
"2018";9;"evenness";"ia";3;NA
"2019";9;"evenness";"ia";3;NA
"2016";1;"richness";"id";3;16
"2017";1;"richness";"id";3;10
"2018";1;"richness";"id";3;14
"2019";1;"richness";"id";3;8
"2016";2;"richness";"id";3;16
"2017";2;"richness";"id";3;11
"2018";2;"richness";"id";3;14
"2019";2;"richness";"id";3;13
"2016";3;"richness";"id";3;11
"2017";3;"richness";"id";3;10
"2018";3;"richness";"id";3;14
"2019";3;"richness";"id";3;9
"2016";4;"richness";"id";3;18
"2017";4;"richness";"id";3;14
"2018";4;"richness";"id";3;11
"2019";4;"richness";"id";3;7
"2016";5;"richness";"id";3;16
"2017";5;"richness";"id";3;11
"2018";5;"richness";"id";3;12
"2019";5;"richness";"id";3;5
"2016";6;"richness";"id";3;15
"2017";6;"richness";"id";3;14
"2018";6;"richness";"id";3;10
"2019";6;"richness";"id";3;5
"2016";7;"richness";"id";3;6
"2017";7;"richness";"id";3;15
"2018";7;"richness";"id";3;6
"2019";7;"richness";"id";3;NA
"2016";8;"richness";"id";3;6
"2017";8;"richness";"id";3;15
"2018";8;"richness";"id";3;8
"2019";8;"richness";"id";3;NA
"2016";9;"richness";"id";3;5
"2017";9;"richness";"id";3;14
"2018";9;"richness";"id";3;NA
"2019";9;"richness";"id";3;NA
"2016";1;"abundance";"id";3;193,819336809153
"2017";1;"abundance";"id";3;164,567398152998
"2018";1;"abundance";"id";3;256,245726069957
"2019";1;"abundance";"id";3;575,174758693744
"2016";2;"abundance";"id";3;193,819433425024
"2017";2;"abundance";"id";3;256,791146096513
"2018";2;"abundance";"id";3;243,575580623127
"2019";2;"abundance";"id";3;368,713267941088
"2016";3;"abundance";"id";3;223,553006009129
"2017";3;"abundance";"id";3;251,170860400176
"2018";3;"abundance";"id";3;256,245726069957
"2019";3;"abundance";"id";3;492,482245337516
"2016";4;"abundance";"id";3;228,800962980911
"2017";4;"abundance";"id";3;368,081692092486
"2018";4;"abundance";"id";3;404,528266983477
"2019";4;"abundance";"id";3;393,421708751413
"2016";5;"abundance";"id";3;193,819353716711
"2017";5;"abundance";"id";3;282,250739004373
"2018";5;"abundance";"id";3;437,244821299414
"2019";5;"abundance";"id";3;399,636531735709
"2016";6;"abundance";"id";3;199,164822243728
"2017";6;"abundance";"id";3;198,706295165584
"2018";6;"abundance";"id";3;450,589520921898
"2019";6;"abundance";"id";3;420,215172138635
"2016";7;"abundance";"id";3;153,944818580047
"2017";7;"abundance";"id";3;271,070434537752
"2018";7;"abundance";"id";3;245,633422153531
"2019";7;"abundance";"id";3;NA
"2016";8;"abundance";"id";3;446,813629809682
"2017";8;"abundance";"id";3;260,553521498902
"2018";8;"abundance";"id";3;257,016510348862
"2019";8;"abundance";"id";3;NA
"2016";9;"abundance";"id";3;291,477117974425
"2017";9;"abundance";"id";3;176,660782060831
"2018";9;"abundance";"id";3;NA
"2019";9;"abundance";"id";3;NA
"2016";1;"evenness";"id";3;6,08503619076417
"2017";1;"evenness";"id";3;4,59046096508543
"2018";1;"evenness";"id";3;5,87784587327046
"2019";1;"evenness";"id";3;2,92787098053635
"2016";2;"evenness";"id";3;6,08503690021584
"2017";2;"evenness";"id";3;4,31249617747081
"2018";2;"evenness";"id";3;5,67149927272383
"2019";2;"evenness";"id";3;2,86291045270339
"2016";3;"evenness";"id";3;5,31089226139281
"2017";3;"evenness";"id";3;4,11694866572195
"2018";3;"evenness";"id";3;5,87784587327046
"2019";3;"evenness";"id";3;4,0358407488804
"2016";4;"evenness";"id";3;7,66198370782957
"2017";4;"evenness";"id";3;5,97597120414924
"2018";4;"evenness";"id";3;4,85346083318631
"2019";4;"evenness";"id";3;2,31886631537294
"2016";5;"evenness";"id";3;6,08503631491657
"2017";5;"evenness";"id";3;5,0321320594477
"2018";5;"evenness";"id";3;5,10062362489112
"2019";5;"evenness";"id";3;1,72789069219999
"2016";6;"evenness";"id";3;5,9886292770252
"2017";6;"evenness";"id";3;5,89867295681095
"2018";6;"evenness";"id";3;4,56782771637265
"2019";6;"evenness";"id";3;1,94168596730027
"2016";7;"evenness";"id";3;2,84762709512162
"2017";7;"evenness";"id";3;6,35565893214672
"2018";7;"evenness";"id";3;2,9530256554841
"2019";7;"evenness";"id";3;NA
"2016";8;"evenness";"id";3;2,83331124221456
"2017";8;"evenness";"id";3;6,26101612716812
"2018";8;"evenness";"id";3;4,35630793788772
"2019";8;"evenness";"id";3;NA
"2016";9;"evenness";"id";3;1,83550024710969
"2017";9;"evenness";"id";3;5,52880083515529
"2018";9;"evenness";"id";3;NA
"2019";9;"evenness";"id";3;NA
"2016";1;"richness";"obs";4;16
"2017";1;"richness";"obs";4;10
"2018";1;"richness";"obs";4;14
"2019";1;"richness";"obs";4;8
"2016";2;"richness";"obs";4;16
"2017";2;"richness";"obs";4;11
"2018";2;"richness";"obs";4;14
"2019";2;"richness";"obs";4;13
"2016";3;"richness";"obs";4;11
"2017";3;"richness";"obs";4;10
"2018";3;"richness";"obs";4;14
"2019";3;"richness";"obs";4;9
"2016";4;"richness";"obs";4;18
"2017";4;"richness";"obs";4;14
"2018";4;"richness";"obs";4;11
"2019";4;"richness";"obs";4;7
"2016";5;"richness";"obs";4;16
"2017";5;"richness";"obs";4;11
"2018";5;"richness";"obs";4;12
"2019";5;"richness";"obs";4;5
"2016";6;"richness";"obs";4;15
"2017";6;"richness";"obs";4;14
"2018";6;"richness";"obs";4;10
"2019";6;"richness";"obs";4;5
"2016";7;"richness";"obs";4;6
"2017";7;"richness";"obs";4;15
"2018";7;"richness";"obs";4;6
"2019";7;"richness";"obs";4;NA
"2016";8;"richness";"obs";4;6
"2017";8;"richness";"obs";4;15
"2018";8;"richness";"obs";4;8
"2019";8;"richness";"obs";4;NA
"2016";9;"richness";"obs";4;5
"2017";9;"richness";"obs";4;14
"2018";9;"richness";"obs";4;NA
"2019";9;"richness";"obs";4;NA
"2016";1;"abundance";"obs";4;266,289553392083
"2017";1;"abundance";"obs";4;213,669649266535
"2018";1;"abundance";"obs";4;383,327581350762
"2019";1;"abundance";"obs";4;1065,59028063852
"2016";2;"abundance";"obs";4;266,289553392083
"2017";2;"abundance";"obs";4;392,977881548194
"2018";2;"abundance";"obs";4;380,349949875715
"2019";2;"abundance";"obs";4;677,974994707313
"2016";3;"abundance";"obs";4;296,269726790184
"2017";3;"abundance";"obs";4;389,207328434503
"2018";3;"abundance";"obs";4;383,327581350762
"2019";3;"abundance";"obs";4;810,291528809755
"2016";4;"abundance";"obs";4;366,789881096009
"2017";4;"abundance";"obs";4;635,558106183028
"2018";4;"abundance";"obs";4;764,120068498996
"2019";4;"abundance";"obs";4;716,404100405344
"2016";5;"abundance";"obs";4;266,289553392083
"2017";5;"abundance";"obs";4;396,226905507863
"2018";5;"abundance";"obs";4;770,588736599078
"2019";5;"abundance";"obs";4;610,66506202492
"2016";6;"abundance";"obs";4;269,512065462292
"2017";6;"abundance";"obs";4;295,671927378941
"2018";6;"abundance";"obs";4;782,348667309773
"2019";6;"abundance";"obs";4;668,754710138374
"2016";7;"abundance";"obs";4;288,559968183481
"2017";7;"abundance";"obs";4;421,677517597537
"2018";7;"abundance";"obs";4;347,59834463445
"2019";7;"abundance";"obs";4;NA
"2016";8;"abundance";"obs";4;688,667098520367
"2017";8;"abundance";"obs";4;420,929611461557
"2018";8;"abundance";"obs";4;342,990122234324
"2019";8;"abundance";"obs";4;NA
"2016";9;"abundance";"obs";4;438,773145100842
"2017";9;"abundance";"obs";4;323,762255683269
"2018";9;"abundance";"obs";4;NA
"2019";9;"abundance";"obs";4;NA
"2016";1;"evenness";"obs";4;5,33870309171362
"2017";1;"evenness";"obs";4;3,705726868711
"2018";1;"evenness";"obs";4;4,47686964990129
"2019";1;"evenness";"obs";4;2,62464524547182
"2016";2;"evenness";"obs";4;5,33870309171362
"2017";2;"evenness";"obs";4;3,58623420249173
"2018";2;"evenness";"obs";4;4,21867440863717
"2019";2;"evenness";"obs";4;2,11728386410609
"2016";3;"evenness";"obs";4;4,91284911052158
"2017";3;"evenness";"obs";4;3,43899578384599
"2018";3;"evenness";"obs";4;4,47686964990129
"2019";3;"evenness";"obs";4;3,47540137403683
"2016";4;"evenness";"obs";4;6,16472075621508
"2017";4;"evenness";"obs";4;5,26619027652988
"2018";4;"evenness";"obs";4;3,90753027622443
"2019";4;"evenness";"obs";4;2,0493866411089
"2016";5;"evenness";"obs";4;5,33870309171362
"2017";5;"evenness";"obs";4;4,47052479934792
"2018";5;"evenness";"obs";4;4,11347709555905
"2019";5;"evenness";"obs";4;1,4981797505366
"2016";6;"evenness";"obs";4;5,29117709279905
"2017";6;"evenness";"obs";4;4,93072659216159
"2018";6;"evenness";"obs";4;3,84157310591357
"2019";6;"evenness";"obs";4;1,76084559727231
"2016";7;"evenness";"obs";4;1,83066682023747
"2017";7;"evenness";"obs";4;5,57314519881446
"2018";7;"evenness";"obs";4;2,73756715441243
"2019";7;"evenness";"obs";4;NA
"2016";8;"evenness";"obs";4;2,49742376632299
"2017";8;"evenness";"obs";4;5,55922252438803
"2018";8;"evenness";"obs";4;3,84777823110945
"2019";8;"evenness";"obs";4;NA
"2016";9;"evenness";"obs";4;1,5044200919483
"2017";9;"evenness";"obs";4;3,52360590563706
"2018";9;"evenness";"obs";4;NA
"2019";9;"evenness";"obs";4;NA
"2016";1;"richness";"nd";4;16
"2017";1;"richness";"nd";4;10
"2018";1;"richness";"nd";4;14
"2019";1;"richness";"nd";4;8
"2016";2;"richness";"nd";4;16
"2017";2;"richness";"nd";4;11
"2018";2;"richness";"nd";4;14
"2019";2;"richness";"nd";4;13
"2016";3;"richness";"nd";4;11
"2017";3;"richness";"nd";4;10
"2018";3;"richness";"nd";4;14
"2019";3;"richness";"nd";4;9
"2016";4;"richness";"nd";4;18
"2017";4;"richness";"nd";4;14
"2018";4;"richness";"nd";4;11
"2019";4;"richness";"nd";4;7
"2016";5;"richness";"nd";4;16
"2017";5;"richness";"nd";4;11
"2018";5;"richness";"nd";4;12
"2019";5;"richness";"nd";4;5
"2016";6;"richness";"nd";4;15
"2017";6;"richness";"nd";4;14
"2018";6;"richness";"nd";4;10
"2019";6;"richness";"nd";4;5
"2016";7;"richness";"nd";4;6
"2017";7;"richness";"nd";4;15
"2018";7;"richness";"nd";4;6
"2019";7;"richness";"nd";4;NA
"2016";8;"richness";"nd";4;6
"2017";8;"richness";"nd";4;15
"2018";8;"richness";"nd";4;8
"2019";8;"richness";"nd";4;NA
"2016";9;"richness";"nd";4;5
"2017";9;"richness";"nd";4;14
"2018";9;"richness";"nd";4;NA
"2019";9;"richness";"nd";4;NA
"2016";1;"abundance";"nd";4;372,787891939627
"2017";1;"abundance";"nd";4;273,024975330718
"2018";1;"abundance";"nd";4;501,986052999857
"2019";1;"abundance";"nd";4;1079,75668237937
"2016";2;"abundance";"nd";4;372,787891939627
"2017";2;"abundance";"nd";4;476,777474747744
"2018";2;"abundance";"nd";4;477,030735876972
"2019";2;"abundance";"nd";4;716,585393753538
"2016";3;"abundance";"nd";4;409,935149654143
"2017";3;"abundance";"nd";4;472,653660713531
"2018";3;"abundance";"nd";4;501,986052999857
"2019";3;"abundance";"nd";4;911,94458344331
"2016";4;"abundance";"nd";4;486,566122097985
"2017";4;"abundance";"nd";4;763,542427035399
"2018";4;"abundance";"nd";4;807,864580464812
"2019";4;"abundance";"nd";4;739,018056436084
"2016";5;"abundance";"nd";4;372,787891939627
"2017";5;"abundance";"nd";4;510,172381660307
"2018";5;"abundance";"nd";4;911,374043066702
"2019";5;"abundance";"nd";4;625,393704051316
"2016";6;"abundance";"nd";4;376,546580466219
"2017";6;"abundance";"nd";4;376,06020020507
"2018";6;"abundance";"nd";4;885,083228675362
"2019";6;"abundance";"nd";4;661,760625680528
"2016";7;"abundance";"nd";4;237,045748622269
"2017";7;"abundance";"nd";4;565,340282170217
"2018";7;"abundance";"nd";4;449,667138339211
"2019";7;"abundance";"nd";4;NA
"2016";8;"abundance";"nd";4;711,708827922262
"2017";8;"abundance";"nd";4;556,384381201876
"2018";8;"abundance";"nd";4;488,305116061909
"2019";8;"abundance";"nd";4;NA
"2016";9;"abundance";"nd";4;465,591752802899
"2017";9;"abundance";"nd";4;338,23648446098
"2018";9;"abundance";"nd";4;NA
"2019";9;"abundance";"nd";4;NA
"2016";1;"evenness";"nd";4;5,52137513837835
"2017";1;"evenness";"nd";4;3,98516649960014
"2018";1;"evenness";"nd";4;5,22197176438563
"2019";1;"evenness";"nd";4;2,74469665719782
"2016";2;"evenness";"nd";4;5,52137513837835
"2017";2;"evenness";"nd";4;3,96105735923471
"2018";2;"evenness";"nd";4;4,88963746644115
"2019";2;"evenness";"nd";4;2,589271205796
"2016";3;"evenness";"nd";4;4,86553450204782
"2017";3;"evenness";"nd";4;3,81785051251466
"2018";3;"evenness";"nd";4;5,22197176438563
"2019";3;"evenness";"nd";4;3,81576614390718
"2016";4;"evenness";"nd";4;6,97239549371257
"2017";4;"evenness";"nd";4;5,67680749383354
"2018";4;"evenness";"nd";4;4,56770102201958
"2019";4;"evenness";"nd";4;2,19415853627265
"2016";5;"evenness";"nd";4;5,52137513837835
"2017";5;"evenness";"nd";4;4,8416235533754
"2018";5;"evenness";"nd";4;4,84364860300416
"2019";5;"evenness";"nd";4;1,61185382984855
"2016";6;"evenness";"nd";4;5,50533756830652
"2017";6;"evenness";"nd";4;5,47326266527434
"2018";6;"evenness";"nd";4;4,28562294862166
"2019";6;"evenness";"nd";4;1,74091402223126
"2016";7;"evenness";"nd";4;2,82887506660325
"2017";7;"evenness";"nd";4;5,85376432726627
"2018";7;"evenness";"nd";4;2,67603761173607
"2019";7;"evenness";"nd";4;NA
"2016";8;"evenness";"nd";4;2,76443754832861
"2017";8;"evenness";"nd";4;5,76158763541657
