Paper Key #,First Author,Year,Data.Extractor,Response variable,Greenhouse or field experiment,Ecosystem,Longterm (>1 season),Manipulated or natural densities?,Focal.Species,Focal.Lifestage,Focal.Form,Focal.Origin,Comp.Species,Comp.Lifestage,Comp.Form,Comp.Origin,treatment,nonsig.zero,competition coefficient,Negative coefs mean competition,standard error of coefficient,Description of Uncertainty Metric,P Value,DF,CI lower,CI upper,Comments
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,summer,0,0.44,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,summer,0,-0.82,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,summer,0,0.26,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,summer,0,0.5,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,summer,0,-3.46,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,summer,0,0.48,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,fall,0,0.72,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,fall,0,-0.52,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,fall,0,0.67,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,fall,0,0.83,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,fall,0,-3.14,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Plantago lanceolata,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,fall,0,0.79,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,spring,0,0.8,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,spring,0,0.39,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,spring,0,0.15,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,spring,0,0.82,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,spring,0,0.72,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,spring,0,-0.78,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,summer,0,1.03,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,summer,0,0.61,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,summer,0,0.44,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,summer,0,1.05,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,summer,0,0.92,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,summer,0,0.32,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,fall,0,0.8,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,fall,0,0.39,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,fall,0,0.15,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,fall,0,0.82,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,fall,0,0.72,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium pratense,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,fall,0,0.1,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,spring,0,0.56,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,spring,0,0.02,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,spring,0,0.18,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,spring,0,0.05,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,spring,0,0.13,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,spring,0,0.57,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,summer,0,0.79,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,summer,0,0.24,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,summer,0,0.48,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,summer,0,0.5,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,summer,0,0.72,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,summer,0,1.13,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium repens,all sizes,Forb,Native,fall,0,0.79,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Agrostis stolonifera,all sizes,Grass,Native,fall,0,0.24,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Lolium perenne,all sizes,Grass,Native,fall,0,0.48,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Phleum pratense,all sizes,Grass,Native,fall,0,0.5,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Plantago lanceolata,all sizes,Forb,Native,fall,0,0.72,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
Z2QCNSKD,Geijzendorffer,2011,Tredennick,Population Growth,Field,Grassland,Short term,Manipulated,Trifolium repens,all sizes,Forb,Native,Trifolium pratense,all sizes,Forb,Native,fall,0,0.81,No,,None,,,,,"There are three sets per focal species, representing models fit to data from three different seasons"
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2004-2005 growth period height,0,101,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2006-2008 growth period height,0,-132.5,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2006-2008 growth period height,0,-229.4,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2004-2005 growth period height,0,-334.7,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2004-2005 growth period height,0,244.7,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2006-2008 growth period height,0,-451.9,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Height,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2006-2008 growth period height,0,-202,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2004-2005 growth period diameter,0,-129.3,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2004-2005 growth period diameter,0,-91.5,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2006-2008 growth period diameter,0,-103.1,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Fagus sylvatica,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2006-2008 growth period diameter,0,-85.7,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2004-2005 growth period diameter,0,-129,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2004-2005 growth period diameter,0,-97.6,Yes,,None,,,,,2004-2005 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Acer pseudoplatanus,adult,Tree,Native,2006-2008 growth period diameter,0,-98.3,Yes,,None,,,,,2006-2008 growth period
3GD6NI9T,Collet,2014,Tredennick,Diameter,Field,Forest,Longterm,Manipulated,Acer pseudoplatanus,adult,Tree,Native,Fagus sylvatica,adult,Tree,Native,2006-2008 growth period diameter,0,-67.4,Yes,,None,,,,,2006-2008 growth period
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,A,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,A,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,A,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,A,0,0.0816,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,B,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,B,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,B,0,0.1149,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Erophila verna,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,B,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,A,0,0.1497,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,A,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,A,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,A,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,B,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,B,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,B,0,0.0766,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Cerastium demidecandrum,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,B,0,0.0069,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,A,0,0.0309,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,A,0,0.0103,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,A,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,A,0,0.3397,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,B,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,B,0,0.0137,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,B,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Myosotis ramosissima,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,B,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,A,0,0.0001,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,A,0,0.042,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,A,0,0.098,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,A,0,1,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Erophila verna,all sizes,Grass,Native,B,0,4.3975,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Cerastium demidecandrum,all sizes,Grass,Native,B,0,0.2008,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Myosotis ramosissima,all sizes,Grass,Native,B,0,0.5521,No,,None,,,,,Winter annuals
C53MK9ET,Rees,1996,Tredennick,Population Growth,Field,Grassland,Longterm,Natural,Valerianella locusta,all sizes,Grass,Native,Valerianella locusta,all sizes,Grass,Native,B,0,1,No,,None,,,,,Winter annuals
XWMQJHIR,Lebrija-Trejos,2014,Tredennick,Survival,Field,Forest,Short term,Natural,All,seedlings,Tree,Native,Conspecifics,seedlings,Tree,Native,seedling competitors,0,-0.826,Yes,0.183,SE,,,,,"Short term b/c focused on seedling survival, but from the BCI plots. Not species pairs"
XWMQJHIR,Lebrija-Trejos,2014,Tredennick,Survival,Field,Forest,Short term,Natural,All,seedlings,Tree,Native,Heterospecifics,seedlings,Tree,Native,seedling competitors,0,0.189,Yes,0.024,SE,,,,,"Short term b/c focused on seedling survival, but from the BCI plots. Not species pairs"
XWMQJHIR,Lebrija-Trejos,2014,Tredennick,Survival,Field,Forest,Short term,Natural,All,seedlings,Tree,Native,Conspecifics,adults,Tree,Native,adult competitors,0,-0.106,Yes,0.037,SE,,,,,"Short term b/c focused on seedling survival, but from the BCI plots. Not species pairs"
XWMQJHIR,Lebrija-Trejos,2014,Tredennick,Survival,Field,Forest,Short term,Natural,All,seedlings,Tree,Native,Heterospecifics,adults,Tree,Native,adult competitors,0,-0.095,Yes,0.025,SE,,,,,"Short term b/c focused on seedling survival, but from the BCI plots. Not species pairs"
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Carex pensylvanica,all sizes,Grass,Native,Carex pensylvanica,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,0,0.012,Yes,0.009,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Carex pensylvanica,all sizes,Grass,Native,Danthonia spicata,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,0,-0.006,Yes,0.007,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Carex pensylvanica,all sizes,Grass,Native,Schizachryium scoparium,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,1,0,Yes,,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Carex pensylvanica,all sizes,Grass,Native,Hieracium piloselloides,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,1,0,Yes,,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Carex pensylvanica,all sizes,Grass,Native,Cladina,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,0,-0.007,Yes,0.008,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Danthonia spicata,all sizes,Grass,Native,Carex pensylvanica,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,0,0.028,Yes,0.017,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Danthonia spicata,all sizes,Grass,Native,Danthonia spicata,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,1,0,Yes,,SE,,,,,Summer seasonal estimates for models without time lags
87IGTHMF,Farrer,2010,Tredennick,Growth,Field,Grassland,Longterm,Natural,Danthonia spicata,all sizes,Grass,Native,Schizachryium scoparium,all sizes,Grass,Native,Summer seasonal estimates for models without time lags,0,0.032,Yes,0.016,SE,,,,,Summer seasonal estimates for models without time lags
